text,labels
저는 이번 출장에서 래디슨 블루 호텔에 머물 예정입니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
이 호텔은 최고급 병따개를 제공합니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
1월 1일에 트레블로지에서 머물 예정입니다.,"[6, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
레드 루프 인 호텔에서 럭셔리 룸을 예약했어요.,"[0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10]"
라이언 그린 씨가 3월 1일에 보드룸 스위트에 체크인할 예정입니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 6, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2028년 8월 22일, 호텔 콤팩트 룸에 머물면서 선풍기를 사용할 계획입니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
트윈 룸을 예약하고 싶습니다.,"[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"고객님께서 예약하신 클래식 룸은 9월 25일에 준비될 예정이며, TV 리모컨은 방 안에 비치되어 있습니다.","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리사 워커는 2024년 5월 22일에 한국을 방문할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로버트 존스는 레드 루프 인에서 바느질 키트를 요청했다.,"[4, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
2027년 12월 5일에 중요한 회의가 예정되어 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
포시즌스 호텔에서 멋진 주말을 보내기로 했어요.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 15일 일요일에 호텔에서 제공하는 샴푸를 사용했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
아담 머피는 11월 29일에 중요한 발표를 할 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 7월 22일 토요일에 월도프 아스토리아에서 친구들과 만날 계획이 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 12월 17일 목요일에 친구와 함께 저녁을 먹을 계획입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
베티 라이트는 TV 리모컨을 찾아 방을 뒤졌습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
존 밀러는 2월 4일에 목욕 가운을 입고 호텔에서 휴식을 취했습니다.,"[4, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 15일 일요일에 레드 루프 인에서 예약을 했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
엘리너 록하트님께서는 8월 25일에 콤팩트 룸을 예약하셨습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
지역 지도는 호텔 편의용품 중 하나입니다.,"[8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1월 18일에 세인트 레지스 호텔에서 와인 잔을 사용했습니다.,"[6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
애슐리 쿡은 3월 1일 호텔에서 전화기를 잃어버렸습니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 이번 휴가에 켐핀스키 호텔에 머물 예정입니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
코너 룸에 머무르는 동안 필요한 쓰레기 봉투는 프론트 데스크에서 요청할 수 있습니다.,"[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
낸시 앨런은 호텔에서 책상을 정리하고 있어요.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2029년 9월 13일, 프리미엄 룸에 비치된 메모지를 사용하여 중요한 일정을 적었습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
이 호텔에는 이코노미 룸이 있어서 가격 대비 합리적인 선택이 될 수 있습니다.,"[10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 4월 7일 월요일에 새 아파트로 이사할 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
알로프트 호텔에서 즐거운 시간을 보냈습니다.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2022년 7월 18일에 로버트 존스가 서울을 방문했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
10월 13일에 코너 룸을 예약하고 싶습니다.,"[6, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
폴 화이트는 2028년 5월 27일 월도프 아스토리아 호텔에서 중요한 회의를 가질 예정입니다.,"[4, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2021년 2월 10일에 만다린 오리엔탈 호텔의 이그제큐티브 스위트룸을 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마이클 윌리엄스는 노보텔의 비즈니스 클래스 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2021년 2월 10일 르 메르디앙 호텔에서 알람 시계를 사용할 수 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
만다린 오리엔탈 호텔에서 1월 12일에 아파트를 예약했습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2022년 3월 4일에 새로운 프로젝트가 시작되었습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
월도프 아스토리아 호텔에서 라나이 룸을 예약했습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
엘리너 록하트는 오늘 서울에서 중요한 비즈니스 회의에 참석했습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저스틴 아담스는 어제 서울을 방문했습니다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 이번 주말에 인터컨티넨탈 호텔에서 묵을 계획이에요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
월도프 아스토리아 호텔의 비치프런트 룸에는 고급스러운 코르크따개가 비치되어 있습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2026년 2월 12일, 돌체 호텔에서 식기류를 새롭게 구비할 예정입니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 1, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
소피텔 호텔에서 멋진 휴가를 보냈어요.,"[0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
베티 라이트는 1월 12일에 아다지오 호텔에서 머물렀다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
사라 에반스는 파노라마 룸에 머무르면서 고급 식기 세트를 사용하고 있습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조슈아 에드워즈는 2022년 3월 4일에 한국을 방문했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
리츠 칼튼 호텔에서 멋진 저녁 식사를 즐길 예정입니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저는 호텔에 도착하자마자 슬리퍼를 신었습니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
애슐리 쿡은 오늘 아침에 산책을 나갔습니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
린다 존슨은 세인트 레지스 호텔에서 휴가를 보냈습니다.,"[4, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"11월 5일에 힐튼 호텔에 도착했을 때, 로비에서 우산을 빌릴 수 있었습니다.","[6, 7, 7, 7, 7, 7, 10, 10, 0, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
홀리데이 인 호텔에서 편안한 숙박을 즐겼어요.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마리아 로드리게스는 한국 음식을 정말 좋아합니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
8월 29일에 친구와 영화를 볼 계획이 있어요.,"[6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
햄프턴 바이 힐튼 호텔에 투숙했는데 샴푸가 좋아서 매우 만족스러웠다.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
다음 주말에 친구들과 함께 쉐라톤 호텔에 머물 계획이에요.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
카렌 클락 씨는 패밀리 룸에 들어가자마자 지역 지도를 확인했습니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
더블트리 호텔의 슈페리어 룸에서 편안한 시간을 보내세요.,"[0, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마리아 로드리게스는 루프탑 룸에 비치된 치약을 사용했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"코너 룸에 들어가니, 책상 위에 코르크따개가 놓여 있었다.","[2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 보드룸 스위트를 예약했습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
로라 넬슨은 한국에 처음 방문했어요.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
홈2 스위트 바이 힐튼 호텔의 아일랜드 스위트에서 묵어보았습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 4월 7일 월요일에 켐핀스키 호텔에 묵었는데 컨디셔너가 준비돼 있어서 정말 편리했어요.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
다니엘 마틴은 오늘 서울에서 친구를 만났습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
호텔 인디고에서 루프탑 룸에 머무르며 바느질 키트를 사용할 수 있습니다.,"[0, 1, 1, 1, 1, 1, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"디럭스 룸에 전자레인지가 설치되어 있으며, 1월 18일에 예약이 가능합니다.","[2, 3, 3, 3, 3, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
3월 3일에 우리는 서울에서 만났다.,"[6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마이클 윌리엄스는 11월 11일에 새로운 이불 커버를 구입했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
토마스 테일러는 소피텔에 체크인하면서 미니 냉장고를 확인했다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10]"
제임스 스미스는 8월 29일에 바느질 키트를 호텔에서 발견했다.,"[4, 5, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 7, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2월 8일에 우리는 서울에서 만날 예정입니다.,"[6, 7, 7, 7, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
브랜든 카터는 1월 9일에 책상을 정리했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 6, 7, 7, 7, 7, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"2028년 5월 27일에 밀레니엄 호텔에서 머물렀는데, 방에 컨디셔너가 충분히 구비되어 있어 좋았습니다.","[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2027년 12월 5일에 저는 레드 루프 인 호텔에 머물 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 10, 10, 10, 0, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
이비스 호텔의 이그제큐티브 스위트룸은 아주 편안한 숙박 경험을 제공합니다.,"[0, 1, 1, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 5월 11일 화요일에 방갈로에 체크인하시면 웰컴 북클릿을 받으실 수 있습니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2월 8일 저는 하얏트 호텔에서 쓰레기 봉투를 요청했습니다.,"[6, 7, 7, 7, 7, 10, 10, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
파노라마 룸에는 메모지가 준비되어 있습니다.,"[2, 3, 3, 3, 3, 3, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
2023년 11월 9일에 저스틴 아담스는 지하 룸에서 파티를 열 예정입니다.,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 4, 5, 5, 5, 5, 5, 5, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
메간 스콧은 리츠 칼튼 호텔에서 우산을 빌렸습니다.,"[4, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10]"
리츠 칼튼 호텔의 아파트 방에는 고급 비누가 구비되어 있습니다.,"[0, 1, 1, 1, 1, 1, 1, 1, 10, 10, 2, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
마이클 윌리엄스 씨는 스카이라인 룸에서 물 끓이기 장비가 잘 갖춰져 있는지 확인했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 3, 3, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
사라 에반스는 오늘 서울에서 열리는 콘서트에 참석할 예정이다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희 호텔에서는 고객님의 편의를 위해 고급 다리미와 다리미판을 제공해드립니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
앤드류 터너는 오늘 서울에 도착했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
AC 호텔의 아일랜드 스위트 룸에 머무는 동안 세탁 가방을 사용할 수 있습니다.,"[0, 1, 1, 1, 1, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
가든 뷰 룸은 창문 너머로 아름다운 정원을 감상할 수 있는 방입니다.,"[2, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
매튜 모리스는 밀레니엄 호텔의 스낵바에서 간식을 사 먹었다.,"[4, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 1, 10, 10, 10, 10, 10, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
저희 호텔은 가족 여행객을 위해 넓고 편안한 트윈 룸을 제공합니다.,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10]"
게리 로페즈 씨는 2024년 12월 31일에 비즈니스 클래스 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 10, 10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
노보텔의 콤팩트 룸을 예약했습니다.,"[0, 1, 1, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"저는 11월 29일에 트윈 룸에 체크인할 예정인데, 침대 시트가 깨끗한지 확인해 주실 수 있나요?","[10, 10, 10, 6, 7, 7, 7, 7, 7, 7, 10, 10, 2, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
조슈아 에드워즈는 쉐라톤 호텔에서 커넥팅 룸을 예약했습니다.,"[4, 5, 5, 5, 5, 5, 5, 5, 10, 10, 0, 1, 1, 10, 10, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
아담 머피 씨는 테라스 룸에서 숙박하였습니다.,"[4, 5, 5, 5, 5, 10, 10, 10, 10, 2, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
